line,status,skipped,licensed,access_franchise,access_property,access_product_line,release_year,wave,item_name,normalized_franchise,normalized_property,normalized_product_line,normalized_item
847,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Hare Razing Rabbit,Transformers,Transformers,Battlebeasts,Hare Razing Rabbit
848,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Horny Toad,Transformers,Transformers,Battlebeasts,Horny Toad
849,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Killer Carp,Transformers,Transformers,Battlebeasts,Killer Carp
850,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Killer Hound Shield Battler,Transformers,Transformers,Battlebeasts,Killer Hound Shield Battler
851,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Maroon Drill,Transformers,Transformers,Battlebeasts,Maroon Drill
852,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Pirate Lion,Transformers,Transformers,Battlebeasts,Pirate Lion
853,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Prickly Porcupine,Transformers,Transformers,Battlebeasts,Prickly Porcupine
854,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Rocky Rhino,Transformers,Transformers,Battlebeasts,Rocky Rhino
855,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Romain' Buffalo,Transformers,Transformers,Battlebeasts,Romain' Buffalo
856,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Rubberneck Giraffe,Transformers,Transformers,Battlebeasts,Rubberneck Giraffe
857,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Sawtooth Shark,Transformers,Transformers,Battlebeasts,Sawtooth Shark
858,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Shocking Shark,Transformers,Transformers,Battlebeasts,Shocking Shark
859,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Sir Sire Horse,Transformers,Transformers,Battlebeasts,Sir Sire Horse
860,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Sledgehammer Elephant,Transformers,Transformers,Battlebeasts,Sledgehammer Elephant
861,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Sly Fox,Transformers,Transformers,Battlebeasts,Sly Fox
862,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Swiny Boar,Transformers,Transformers,Battlebeasts,Swiny Boar
863,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Triple Threat Snake,Transformers,Transformers,Battlebeasts,Triple Threat Snake
864,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,War Weasel,Transformers,Transformers,Battlebeasts,War Weasel
865,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Web Slinger Spider,Transformers,Transformers,Battlebeasts,Web Slinger Spider
866,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 1,Wood Beetle,Transformers,Transformers,Battlebeasts,Wood Beetle
867,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Armoured Armadillo,Transformers,Transformers,Battlebeasts,Armoured Armadillo
868,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Atic Anteater,Transformers,Transformers,Battlebeasts,Atic Anteater
869,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Bludgeonly Bulldog,Transformers,Transformers,Battlebeasts,Bludgeonly Bulldog
870,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Chameleon,Transformers,Transformers,Battlebeasts,Chameleon
871,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Cutthroat Cuttlefish,Transformers,Transformers,Battlebeasts,Cutthroat Cuttlefish
872,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Dragoon Racoon,Transformers,Transformers,Battlebeasts,Dragoon Racoon
873,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Eager Beaver,Transformers,Transformers,Battlebeasts,Eager Beaver
874,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Hummungus Hippo,Transformers,Transformers,Battlebeasts,Hummungus Hippo
875,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Hunchback Camel,Transformers,Transformers,Battlebeasts,Hunchback Camel
876,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Icky Iguana,Transformers,Transformers,Battlebeasts,Icky Iguana
877,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Jaded Jag,Transformers,Transformers,Battlebeasts,Jaded Jag
878,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Kickback Kangaroo,Transformers,Transformers,Battlebeasts,Kickback Kangaroo
879,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Knight Owl,Transformers,Transformers,Battlebeasts,Knight Owl
880,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Major Moose,Transformers,Transformers,Battlebeasts,Major Moose
881,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Miner Mole,Transformers,Transformers,Battlebeasts,Miner Mole
882,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Octillion Octopus,Transformers,Transformers,Battlebeasts,Octillion Octopus
883,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Pew-Trid Skunk,Transformers,Transformers,Battlebeasts,Pew-Trid Skunk
884,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Pillaging Polarbear,Transformers,Transformers,Battlebeasts,Pillaging Polarbear
885,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Powerhouse Mouse,Transformers,Transformers,Battlebeasts,Powerhouse Mouse
886,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Run Amuck Duck,Transformers,Transformers,Battlebeasts,Run Amuck Duck
887,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Sabre Sword Tiger,Transformers,Transformers,Battlebeasts,Sabre Sword Tiger
888,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Slasher Seahorse,Transformers,Transformers,Battlebeasts,Slasher Seahorse
889,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Squirely Squirrel,Transformers,Transformers,Battlebeasts,Squirely Squirrel
890,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1987,Series 2,Wolfgang Walrus,Transformers,Transformers,Battlebeasts,Wolfgang Walrus
893,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,April,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,April
894,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Be-Bop,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Be-Bop
895,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Cheapskate,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Cheapskate
896,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Donatello
897,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Foot Soldier,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Foot Soldier
898,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Gags Jokes and Crazy Weapons: Set 1 Squirting Ring,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Gags Jokes and Crazy Weapons: Set 1 Squirting Ring
899,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Gags Jokes and Crazy Weapons: Set 2 Disappearing Ink,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Gags Jokes and Crazy Weapons: Set 2 Disappearing Ink
900,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Gags Jokes and Crazy Weapons: Set 3 Razzer,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Gags Jokes and Crazy Weapons: Set 3 Razzer
901,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Knuckle Head,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Knuckle Head
902,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Leonardo
903,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Michael Angelo
904,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Party Wagon,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Party Wagon
905,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Raphael
906,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Rocksteady,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Rocksteady
907,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Shredder
908,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Splinter,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Splinter
909,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Batter Fun: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Batter Fun: Donatello
910,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Batter Fun: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Batter Fun: Leonardo
911,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Batter Fun: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Batter Fun: Michael Angelo
912,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Batter Fun: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Batter Fun: Raphael
913,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Battle Fun Set: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Battle Fun Set: Donatello
914,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Battle Fun Set: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Battle Fun Set: Leonardo
915,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Battle Fun Set: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Battle Fun Set: Michael Angelo
916,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Battle Fun Set: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Battle Fun Set: Raphael
917,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Blimp,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Blimp
918,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1988,Wave 1,Turtle Trooper,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Turtle Trooper
935,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Bluegrass Ultrasonic Suit,SilverHawks,SilverHawks,Licensed Products,Bluegrass Ultrasonic Suit
936,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Condor with Jet Stream,SilverHawks,SilverHawks,Licensed Products,Condor with Jet Stream
937,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Hardware with Prowler,SilverHawks,SilverHawks,Licensed Products,Hardware with Prowler
938,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Moon Styker with Tail-Spin,SilverHawks,SilverHawks,Licensed Products,Moon Styker with Tail-Spin
939,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Quicksilver Ultrasonic Suit,SilverHawks,SilverHawks,Licensed Products,Quicksilver Ultrasonic Suit
940,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Steelwill Ultrasonic Suit,SilverHawks,SilverHawks,Licensed Products,Steelwill Ultrasonic Suit
941,skipped_replaced_or_intentional,True,False,Silverhawks,Silverhawks,Silverhawks,1988,Wave 2,Windhammer with Tuning Fork,SilverHawks,SilverHawks,Licensed Products,Windhammer with Tuning Fork
942,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Brain Blaster Ghost,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Brain Blaster Ghost
943,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Ecto-2,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Ecto-2
944,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Fright Feature: Janine Melnitz,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Fright Feature: Janine Melnitz
945,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Gooper Ghost: Green Ghost,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Gooper Ghost: Green Ghost
946,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Ex-Cop,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Ex-Cop
947,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Granny Gross,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Granny Gross
948,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Hard Hat Horror,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Hard Hat Horror
949,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Mail Fraud,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Mail Fraud
950,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Terror Trash,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Terror Trash
951,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Haunted Human: Tombstone Tackle,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Haunted Human: Tombstone Tackle
952,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Highway Haunter,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Highway Haunter
953,skipped_replaced_or_intentional,True,False,Real Ghostbusters,Real Ghostbusters,Vintage Real Ghostbusters,1988,Wave 4,Pull Speed Ahead Ghost,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Pull Speed Ahead Ghost
958,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Cassette: Slamdance,Transformers,Transformers,G1 Transformers,Cassette: Slamdance
959,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Cassette: Squawkbox,Transformers,Transformers,G1 Transformers,Cassette: Squawkbox
960,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Firecon: Cindersaur,Transformers,Transformers,G1 Transformers,Firecon: Cindersaur
961,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Firecon: Flamefeather,Transformers,Transformers,G1 Transformers,Firecon: Flamefeather
962,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Firecon: Sparkstalker,Transformers,Transformers,G1 Transformers,Firecon: Sparkstalker
963,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Fangry,Transformers,Transformers,G1 Transformers,Headmaster: Fangry
964,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Horri-bull,Transformers,Transformers,G1 Transformers,Headmaster: Horri-bull
965,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Hosehead,Transformers,Transformers,G1 Transformers,Headmaster: Hosehead
966,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Nightbeat,Transformers,Transformers,G1 Transformers,Headmaster: Nightbeat
967,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Siren,Transformers,Transformers,G1 Transformers,Headmaster: Siren
968,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Headmaster: Squeezeplay,Transformers,Transformers,G1 Transformers,Headmaster: Squeezeplay
969,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Darkwing,Transformers,Transformers,G1 Transformers,Powermaster: Darkwing
970,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Doubledealer,Transformers,Transformers,G1 Transformers,Powermaster: Doubledealer
971,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Dreadwind,Transformers,Transformers,G1 Transformers,Powermaster: Dreadwind
972,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Getaway,Transformers,Transformers,G1 Transformers,Powermaster: Getaway
973,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Joyride,Transformers,Transformers,G1 Transformers,Powermaster: Joyride
974,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Optimus Prime,Transformers,Transformers,G1 Transformers,Powermaster: Optimus Prime
975,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Quickswitch,Transformers,Transformers,G1 Transformers,Powermaster: Quickswitch
976,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Powermaster: Slapdash,Transformers,Transformers,G1 Transformers,Powermaster: Slapdash
977,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Bomb-burst,Transformers,Transformers,G1 Transformers,Pretender: Bomb-burst
978,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Bugly,Transformers,Transformers,G1 Transformers,Pretender: Bugly
979,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Carnivac,Transformers,Transformers,G1 Transformers,Pretender: Carnivac
980,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Catilla,Transformers,Transformers,G1 Transformers,Pretender: Catilla
981,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Chainclaw,Transformers,Transformers,G1 Transformers,Pretender: Chainclaw
982,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Cloudburst,Transformers,Transformers,G1 Transformers,Pretender: Cloudburst
983,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Finback,Transformers,Transformers,G1 Transformers,Pretender: Finback
984,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Groundbreaker,Transformers,Transformers,G1 Transformers,Pretender: Groundbreaker
985,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Gunrunner,Transformers,Transformers,G1 Transformers,Pretender: Gunrunner
986,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Iguanus,Transformers,Transformers,G1 Transformers,Pretender: Iguanus
987,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Landmine,Transformers,Transformers,G1 Transformers,Pretender: Landmine
988,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Roadgrabber,Transformers,Transformers,G1 Transformers,Pretender: Roadgrabber
989,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Skullgrin,Transformers,Transformers,G1 Transformers,Pretender: Skullgrin
990,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Sky High,Transformers,Transformers,G1 Transformers,Pretender: Sky High
991,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Snarler,Transformers,Transformers,G1 Transformers,Pretender: Snarler
992,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Splashdown,Transformers,Transformers,G1 Transformers,Pretender: Splashdown
993,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Submarauder,Transformers,Transformers,G1 Transformers,Pretender: Submarauder
994,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Pretender: Waverider,Transformers,Transformers,G1 Transformers,Pretender: Waverider
995,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Nautilator,Transformers,Transformers,G1 Transformers,Seacon: Nautilator
996,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Overbite,Transformers,Transformers,G1 Transformers,Seacon: Overbite
997,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Seawing,Transformers,Transformers,G1 Transformers,Seacon: Seawing
998,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Skalor,Transformers,Transformers,G1 Transformers,Seacon: Skalor
999,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Snaptrap,Transformers,Transformers,G1 Transformers,Seacon: Snaptrap
1000,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Seacon: Tentakil,Transformers,Transformers,G1 Transformers,Seacon: Tentakil
1001,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Sparkabot: Fizzle,Transformers,Transformers,G1 Transformers,Sparkabot: Fizzle
1002,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Sparkabot: Guzzle,Transformers,Transformers,G1 Transformers,Sparkabot: Guzzle
